location,time_seq,gen_capacity,category,value
4,15503,1.0,CL,0.0008753001373667266
5,16921,1.00018257099743,GC,0.1996205533322554
3,4770,1.0,CL,0.0004284410516678774
5,7207,1.0,GC,0.14463868563014015
1,8867,3.7792094186079654,GC,0.2246772302889627
4,3075,1.0,GG,0.18017033271959762
4,13047,1.0,GC,0.3912207192213139
5,11662,1.0,GC,0.21411291366068036
3,12596,1.0,CL,0.0004443199441295676
2,9017,3.777633737675991,CL,0.0
5,4126,1.0,GC,0.13232040857828914
3,2246,1.0,GC,0.1011489633532095
2,14422,1.6196642864688189,GC,0.032233965381040494
2,9807,1.618751555104305,GG,0.0
1,2719,3.77738901776685,GC,0.3637682719825427
2,9056,1.6187626783609634,CL,0.0
2,6632,1.6193833288288197,GC,0.16348753653230036
1,9577,3.779345989795994,CL,0.0005019345191919815
1,11464,3.779206508671854,GC,0.09763288968254359
2,9014,1.6195188289603122,CL,0.0
4,5344,1.0,GG,0.10256880473391114
4,10941,1.0,CL,0.0004778972110613918
4,10808,1.0,CL,0.0014131169950240149
1,14344,1.0007618384903068,GC,0.079968760765279
5,7110,1.0,GG,0.35400632933949083
2,10989,1.6185246466611305,GG,0.0
2,11657,1.6192771934597983,GC,0.058854706394733974
3,13698,1.0,GG,0.3221443578397553
4,7659,1.0,GC,0.10562965356863853
4,8190,1.0,CL,0.0014998534498137349
2,7326,1.619160024795627,GC,0.24345163295465827
4,7360,1.0,GC,0.22247539993495924
4,10965,1.0,GG,0.0007298147316554733
4,3726,1.0,CL,0.0014121060950939587
5,11828,1.0002401941238679,CL,0.001385741356174864
2,11546,1.6194290553316728,GC,0.47612122386969
5,3056,1.0,CL,0.00024535685935120696
3,2894,1.0,CL,0.0005509954349800435
3,17038,1.0,CL,0.0004490582575120894
2,14221,1.618796890400041,CL,0.0
2,567,1.6198653665955558,GC,0.29979209772396587
2,11481,1.619581388623356,CL,0.0
4,10062,1.0,GC,0.3831110532845926
5,2663,1.6195773276676793,GC,0.24420522633409342
5,11141,1.0,CL,0.0016658917815066173
2,16380,1.6191431540379773,CL,0.0
4,6082,1.0001510011706467,CL,0.0
5,7244,1.0,GG,0.09543238345798635
5,10836,1.0,GG,0.21179558317513333
3,11551,1.0,GG,0.09866462122737102
1,15937,3.7783586180038404,GG,0.0
4,12171,1.0,CL,0.0008717967125238909
4,16927,1.0,GC,0.08007720335861158
5,7355,1.0,CL,0.0003848088115398354
5,5146,1.0,CL,0.5021649173298265
4,10800,1.0,GC,0.39310416155703126
5,3980,1.0,CL,0.09312582117356243
3,3181,1.0,GG,0.10320669605825897
2,6480,1.618677133353314,GC,0.07104551957306453
4,3101,1.0001356124165857,GC,0.9327181269896518
2,4089,1.6186315289615603,GC,0.2011812418609586
3,14810,1.0,GG,0.0
3,5398,1.0,GC,0.06303669997457187
2,7379,1.6189424291247938,GG,0.2579957412460706
1,16654,3.779119680653923,GG,0.0004992366175332687
4,13535,1.0,CL,0.0003403519624507776
4,9746,1.0,GG,0.26773102657126235
4,13773,1.0,GC,1.3247281605885424
1,15231,3.778373597216306,GG,0.07017291369645304
1,13141,3.7772803354058992,GC,0.3292266555161592
3,361,1.000042172163188,CL,2.0803723675404595
4,3175,1.0,CL,0.0008793582129809371
4,9564,1.0,CL,0.8672250357720485
1,5798,3.776862946906512,CL,0.0
1,16522,3.7798176428590464,GC,0.1889286117494074
3,6242,1.0,GC,0.4818942541174274
4,3678,1.0,CL,0.0012122288102190321
4,14542,1.0,GC,0.18270577745091526
1,12565,3.78,CL,0.1471228276387248
3,3008,1.0000525900620778,GG,0.18854737263705057
3,9119,1.0,CL,0.0017117138452642574
1,2251,3.778534104983032,CL,0.0004498375862213795
2,238,1.6193396567815934,CL,0.0
3,5536,1.0,CL,0.5319046084621339
2,15928,1.6191430637180564,GG,0.0
2,13594,1.618881817074645,GC,0.307674951031921
3,15109,1.0,GG,0.09091656759397725
2,16213,1.6191395621724287,GG,0.0
2,10317,1.6184901602215316,GG,0.0
1,8438,3.78,GC,0.22289874890454475
1,2712,3.778847577353618,GG,0.0010783468675303722
2,14274,1.6189996478698547,GC,0.022330930508149008
1,2941,3.7781999931188195,GC,0.25951215086591867
4,5533,1.0000569550246672,GC,0.08706489509145884
3,5328,1.0,CL,0.00019472593376936994
3,8220,1.0003417229171208,GC,0.11957695267358509
5,12708,1.0,CL,0.0018790913694829608
2,766,1.6193557937257281,CL,0.000995737852013548
1,15496,3.7796977117556043,GG,0.5030260528314618
1,6060,3.778846852296977,GC,0.2905606528852076
4,7530,1.0,CL,0.0
4,6898,1.0,CL,0.0013545675184749738
4,11267,1.0,GC,0.3366751042385618
4,14765,1.0,CL,0.000753338834877828
1,17342,3.78,GC,0.06526560053879893
3,8199,1.0,CL,0.0
4,11459,1.0,GC,0.7256353265848706
5,14922,1.0,CL,0.00012762499517988575
5,11765,1.0001259440585597,CL,0.0010710736786285569
3,4780,1.0,CL,0.0
4,7199,1.0000895289687137,CL,0.002023513572480528
4,10624,1.0,GC,0.3189833191688619
1,12751,3.7781889770972397,GC,0.22030673402630988
1,9515,3.7797950271256404,GC,0.29942399725407787
1,2406,3.78,CL,0.0
4,7299,1.0,GC,0.10016898645707376
4,16298,1.0,GC,0.14762861047626305
3,7966,1.0,GC,0.7337624391268983
2,3958,1.6202721512200142,CL,0.08495752434951609
5,2859,1.0,GC,0.10062484274407663
1,12739,3.7784192622992,GG,0.0005399790211582235
4,12754,1.0000009452564462,GC,0.3702816032639663
3,13227,1.000225972418219,CL,0.0
3,14670,1.0,GC,0.0704389912196751
5,7221,1.0002256517255572,GC,0.16730434666289803
5,16536,1.0,GC,0.08506062665167384
4,1819,1.0,GG,0.0
1,4996,3.78,CL,0.0
4,14464,1.0,CL,0.00019045211994344116
5,17398,1.0,CL,0.0010951728539727317
2,46,1.619411768923181,GC,0.055304153062096136
1,9716,3.7797705508964317,CL,0.0
2,1481,1.618950916115002,GC,0.25562437772119034
5,4919,1.0,CL,0.0
2,9677,1.6197408953059393,GC,0.12808495375353177
1,14206,3.78,CL,0.0008064960409169043
3,2818,1.0,GC,0.7890183846866121
5,17220,1.000036198821129,GC,0.14847835701305895
3,17372,1.0,CL,0.8570681949678122
2,14365,1.6194955069947958,GC,0.03428031033263398
4,11818,1.0,CL,0.0010547242765292881
3,3790,1.0,GG,0.5113898412751231
2,11433,1.6200199440886223,GC,0.0840255847212612
5,16708,1.0002557681211255,GC,0.097627276934432
1,3282,3.7788410862896273,GC,0.13354686773249805
1,15044,3.779945434247331,CL,0.07368850465185132
2,14601,1.6198878225919506,CL,0.0
4,7428,1.0,GC,0.9714609797428825
4,5836,1.0,GC,0.2535088512294659
2,576,1.6182975578648442,GG,0.0
2,12630,1.6191831512113468,GG,0.0
2,13183,1.619584040803316,GG,0.0
3,2820,1.0,GC,0.1268711535587653
4,12133,1.0,CL,0.0006961334192356213
5,2791,1.0,GC,0.3421420869209247
4,5724,1.0,GC,0.08265470040412891
5,8639,1.000112542084411,GG,0.0
2,3241,1.6196627255112035,GG,0.0
4,11702,1.0,GC,0.09552128013941166
5,2499,1.0,CL,0.0016164921039494608
4,5106,1.0,CL,0.000670062161833895
3,2610,1.0,GC,0.12813093223573155
2,13663,1.6192221762269656,CL,0.0
3,13969,1.0,GC,0.09293722283115032
5,14394,1.000124582091095,GG,0.03621178798054744
1,9550,3.7782904170601315,GC,0.3317057313393274
4,10726,1.0,GC,0.07212938166250632
4,11998,1.0,GG,1.5027726364585257e-05
5,12745,1.0,CL,0.0004392108152126956
1,2000,3.78,GC,0.11759960761024371
1,9829,3.7798163211853604,GC,0.35574879051249203
5,4407,1.0,CL,0.0
2,1959,1.619123889587379,GG,0.0009005716877917352
4,4471,1.0,CL,0.0
1,15662,3.78,GC,0.06710779884864637
1,8424,3.778277026360536,GC,0.32295642661851176
4,7437,1.0,GG,0.10124336866768867
5,15260,1.0,CL,0.0
3,12473,1.0,GG,0.08516534535700447
3,15067,1.0,CL,0.0
3,13840,1.0,GG,0.0010117532745587
1,2663,3.78,GC,0.231676973773992
4,1873,1.0,GC,0.2319766335058728
4,2272,1.0,GC,0.0017049656660175587
1,15519,3.78,GG,0.10490952216584139
2,111,1.6186207527914547,CL,0.0
3,1213,1.0,GG,0.0002690621912880085
3,15140,1.0,CL,0.001236550121603071
2,9153,1.6195397455486364,CL,0.0
4,10086,1.0,GC,0.10246506016354018
2,12241,1.6189472337861677,GC,0.20391984649566103
2,5717,1.6193723396900754,CL,0.0
4,4491,1.0,CL,0.0
5,2222,1.0,CL,0.0019141456084315843
2,9377,1.6198233816760643,CL,0.0
2,7560,1.6171307064929235,CL,0.0
2,9061,1.6189472405243206,GG,1.3430413266438914
3,15025,1.0,CL,0.0
1,5258,3.78,CL,0.09666869838694478
5,11830,1.0001748952398504,CL,0.0
1,13440,3.7795605473026366,CL,0.0018922835618705705
2,9094,1.619381751886012,CL,0.0
4,15609,1.0,GC,0.7853481915223436
1,2915,3.7774963799375185,GC,0.2361388771433547
3,11277,1.0,CL,0.001086532296251443
5,13682,1.0001835501740168,GC,0.09315951388795524
3,11708,1.0,GC,0.10176144113846859
4,17045,1.0005538680224026,GC,0.16611716377771543
4,8195,1.0,GC,0.865625852338802
4,16488,1.0,GC,0.7791736002849395
4,5434,1.000093094590449,GC,0.1997313779639653
3,4990,1.0,GG,0.000827444382836057
1,2347,3.78,CL,0.0
4,13809,1.0,GC,0.22061731859441436
5,8695,1.0,CL,5.4974662314458566e-05
5,11145,1.0,CL,4.9112871653857556e-06
5,2240,1.0,GG,0.0015843966343324315
1,1039,3.78,GC,0.11143715633248169
2,10136,1.6191828191064317,CL,0.0
1,1756,3.78,GC,0.08874705757142508
1,17229,3.778717260116255,CL,0.0
2,10590,1.6195862468673814,GC,0.13712700053004262
1,16546,3.7785944226985166,GG,0.0008296450633861449
2,469,1.619104161136108,CL,0.0
1,2850,3.7791910261811528,CL,0.0
4,6072,1.0,GC,0.07964406984492003
2,5361,1.6193239388932184,GC,0.07915508536348018
3,16907,1.0,GC,0.09293419470554302
1,16030,3.7793466232284083,CL,8.161818067109231e-05
1,15353,3.78,GC,0.0711036671567289
2,4944,1.618542502479377,CL,0.0
4,2377,1.0,GC,0.2509417129897948
2,7757,1.6197228040824392,GG,1.2595899839364118
5,15376,1.0,CL,0.0
2,13757,1.619288683730738,CL,0.0001698604407872857
5,15895,1.000257972138397,GC,0.2602383418714076
2,4688,1.6195486616659922,GG,0.04868627818328542
3,14012,1.00012889543243,CL,0.0
5,15157,1.0,CL,5.127511280376587e-05
4,15828,1.0,GG,0.0
3,12604,1.0001717932706087,GG,0.002180344546269723
4,10734,1.0,GC,0.18933236887907728
3,12331,1.0,GC,0.19490353388796194
1,15891,3.78,GC,0.0007002560332105216
2,10150,1.618493641839431,CL,0.0
4,5066,1.0,GC,0.08343352447348187
2,13814,1.6193955770702693,CL,0.0
3,9588,1.0,GG,0.07516707368582462
1,15879,3.78,CL,0.0
3,12877,1.0,GC,0.0911114118257448
2,2686,1.619204101490435,CL,0.0
1,8476,3.78,GG,0.09736445672515857
4,5540,1.0,CL,0.0
2,7744,1.6195254285509058,CL,0.00018770983200562245
1,8770,3.78,GG,0.0002115414294968909
1,3402,3.779171874791341,GG,0.3387243317886973
3,5598,1.0,GC,0.06948522427521248
5,4267,1.0,GC,0.13399781844249564
3,6904,1.0,GC,0.11101036031587495
1,6917,3.7791029128040154,GC,0.24402122909243174
3,5785,1.0,CL,0.0008839980816677473
4,11925,1.0,CL,0.12694743068390887
4,4510,1.0,GC,0.11400261625757588
4,3426,1.0,CL,0.0020007483335340004
1,9130,3.778589450639362,CL,0.0009739701572615531
2,6925,1.6191674682323378,CL,0.0
5,4943,1.0,GG,0.0
2,10012,1.6195017836558312,CL,0.0005356965691872224
5,656,1.0,CL,0.0001222364728924711
3,3917,1.000106782089967,GC,0.09684222641278793
4,11639,1.0,GC,0.26602263978226215
5,16744,1.0,GG,0.0
1,9974,3.7796953947954575,CL,0.0008926328662646484
4,12345,1.0001800589174301,CL,0.0009198120465525543
2,10497,1.6194323746246033,GC,0.2929256599808548
1,16885,1.0,CL,0.0005263383776381575
1,11168,3.78,CL,1.1144582693655085
3,3266,1.0000163521949827,GC,0.7705796410778494
1,4987,3.78,GC,0.09543575840842877
5,5408,1.0,GC,0.47206792028519723
4,6070,1.0000288411354061,GC,0.33019696546492033
5,1515,1.0,GG,0.00032968236692238373
2,3742,1.6198104327025626,GC,0.4446358176457088
5,2846,1.0000294050356497,CL,1.1137828679980153
5,14468,1.0,GC,0.06296222120042527
2,13544,1.620000693013526,CL,0.0
1,14169,3.7794507201397454,GC,0.2559366234549517
1,8834,3.78,GC,0.22060953307894463
4,4974,1.0,CL,0.001374829117090125
1,8816,3.7772658620146466,CL,0.0011152067157557026
4,7485,1.0,CL,0.0010175883523257869
4,2717,1.0000473967404544,CL,8.653160497953095e-05
1,17385,3.78,CL,0.0008784333067544436
1,3716,3.78,GC,0.3865823771924141
5,5312,1.0,GC,0.16809859811818953
1,17324,3.7796012161295662,GG,0.0
3,14392,1.0,CL,0.000255584746239433
5,2818,1.0001216938543749,CL,0.001824065394463058
4,1639,1.0,GC,0.08533945172002091
3,15967,1.0002573246696764,GC,0.09178374495204357
2,1248,1.6196298181648865,GG,0.45516953689677325
1,8790,3.779377488841064,GC,0.00035701182077643495
4,7199,1.0,GC,0.09276333107867696
1,14599,3.7783873305242364,CL,0.0015721134936207586
2,7776,1.6194790702028605,GG,0.0
5,6457,1.000276477331673,GG,0.05975710810786366
4,13895,1.0,CL,0.0017317465868887652
3,15570,1.0,CL,0.0
4,10218,1.0,CL,0.0
5,12544,1.0,GC,0.11204626187158556
1,4582,3.78,CL,0.0011635487913914894
5,12451,1.0,GC,0.21707746677596143
3,15850,1.0,CL,0.0002836156562480703
2,12246,1.6185762035657596,CL,1.4002581011956974
1,2689,3.78,CL,0.0009805256692525745
4,2892,1.0,GG,0.566017601106735
2,2113,1.6188733037052854,GC,0.18379100345938074
1,15503,3.778566220468808,GG,0.23156212121292846
4,11228,1.0,CL,0.5171080772492341
5,14043,1.0,CL,0.0
3,8070,1.0,GC,0.06733387725969377
4,9777,1.0,CL,0.0018908325258304968
3,16445,1.0,GG,0.0
5,13518,1.0,CL,0.000240553641402344
3,14523,1.0000459815370066,GG,0.04213111842924266
4,4194,1.0000060284228942,GG,0.11003391792312725
5,15489,1.0,GC,0.3197159262287082
5,7696,1.0,CL,0.0
3,3611,1.0000683548476865,CL,0.0015377347963915042
5,10594,1.0,GC,0.3955564310523292
3,5248,1.0001049639303063,GC,0.08093732387919432
2,11875,1.6197616631710448,CL,0.000329744191052951
4,5001,1.0000422300555987,CL,0.0
2,255,1.6190622367076668,GC,0.0
5,7187,1.0,CL,0.0019703432692040356
4,3860,1.0,GG,0.0010399929002471513
2,1,1.618138578317275,GC,1.2577094706279333
5,16568,1.0,GC,0.2813053879314806
2,3575,1.6192492092659896,GG,0.00020998944994607226
4,8574,1.0,GG,0.37279605535759475
5,14287,1.0,GC,0.29276794663981914
4,8674,1.0,GC,0.07037854228759205
2,6032,1.6191818372715465,CL,0.0
4,13047,1.0,CL,0.0010979410240335038
3,11776,1.0,GC,0.20456891923655016
2,13736,1.6201145497053397,GC,0.26277248394050445
4,15331,1.000107610733769,GC,0.18386873056283684
3,2964,1.0,GC,0.5513777949376784
2,9150,1.6184184472079748,CL,0.0
4,7345,1.0000386406635526,GG,1.2409647724585522
2,13790,1.6183123759230877,CL,0.0
3,17423,1.0,GG,0.03477716361379327
4,5925,1.000035684827273,GC,0.13260921563554057
1,9893,3.7793087075206846,GG,0.0
1,14305,3.7790675796048694,CL,0.0
2,14129,1.619860678373405,GC,0.23946162520338768
5,8469,1.0,GC,0.2035375730597295
2,13720,1.619625684666543,CL,0.0
3,17520,1.0,CL,0.8346637854675715
5,9631,1.0,CL,0.00034695561971420934
5,8450,1.0,GC,0.11395783596560777
4,15098,1.0,CL,0.0
5,14758,1.0,GC,0.0
5,3851,1.0001196487564645,CL,0.0004548088925642552
1,14379,3.78,GG,0.0
4,12931,1.0,CL,0.00012693187558924726
2,14040,1.6200347649156015,CL,0.0
2,14332,1.6188534357599147,GG,0.0
2,8871,1.6190508080119748,GC,0.043650630371628134
2,10824,1.619910849763281,GC,0.08091299205499097
1,5864,1.0,GC,0.10521632760664217
4,3058,1.0,GG,0.19283422582890025
1,8986,3.7796497098118427,CL,0.0007667196447174401
3,4377,1.0,GG,0.5477427413924035
2,10816,1.6185364570660117,CL,0.0
4,9240,1.0,GC,0.16652407840315417
4,5860,1.0002429816716039,GC,0.049540649051216384
2,6662,1.6193380703050164,CL,0.0
5,10413,1.0,GC,0.19946784850941401
3,3764,1.0,GC,0.7893793888924668
4,443,1.0,CL,0.0006420768982826348
3,12215,1.0,GG,0.0009781604977404615
4,6739,1.0,GG,0.0
3,5495,1.0004647870612675,GC,0.06859297716056943
4,14666,1.0,CL,0.0
5,16004,1.0000701582682523,CL,0.0
3,3113,1.0,CL,1.200486374111158
4,7198,1.0,CL,0.00108127280760239
3,4963,1.0,CL,8.969310683683992e-05
4,16110,1.0000962606669297,GC,0.1922396764804105
1,11541,3.7795778590028197,CL,0.0008628739610359016
4,15361,1.0,CL,0.0
5,10827,1.0,GC,0.16566647215050026
2,10386,1.618023012688333,CL,0.0
1,8015,3.777841562227603,CL,0.0008349684872336382
1,8818,3.778661686131428,CL,0.0003229569785921103
3,5673,1.0,CL,0.0012415649848769596
3,4636,1.0,GC,0.3083497544661574
2,14212,1.6197724376028502,GC,0.03683554264348677
1,3626,3.778883279130287,GC,0.2053015606959088
5,11872,1.0,CL,0.001260443360122081
3,17498,1.0,GC,0.7542486058561357
5,12298,1.0001609758139474,GC,0.19214633456075178
1,8250,3.7785182127648187,GC,0.36500813441119667
4,7347,1.0,GC,0.08894208975115396
4,4494,1.0001580483355608,GG,0.0014498652582331994
3,14353,1.0,GC,0.22996140107293456
5,16095,1.0005368132311603,CL,0.0
4,10238,1.0,GG,0.0
3,1554,1.0,CL,3.878364685212791e-05
2,11543,1.6199745554857645,CL,0.00047128435557365617
3,15147,1.0,CL,0.0
2,10749,1.6189694199428388,GG,0.0
1,15329,3.7788738933880457,CL,0.0
3,15556,1.0,CL,0.0
1,9511,3.779709721079352,CL,0.0017471758218935002
5,5026,1.0,GC,0.12362247710348165
4,2143,1.0,GC,0.39441891938175005
5,1673,1.0002472026229103,CL,0.0003325324378000259
1,5801,3.7799665088199736,GG,0.1257517327967534
1,3601,3.78,CL,0.0004803239051229472
5,16948,1.0,GG,0.0
1,9620,3.778368577225891,CL,0.0
4,7726,1.0,GC,0.8747962101306399
5,14890,1.0,GG,0.0
4,4172,1.0,CL,0.0006856830731848976
1,17046,3.78,CL,0.0006514951475585364
4,15712,1.0,CL,0.0
5,14528,1.0,CL,0.4178154013770621
3,15342,1.0001612096116654,GG,0.0
5,9752,1.0,GC,0.22489432918956342
4,11361,1.0,GG,0.0
4,2775,1.0,GC,0.20229663426345817
4,4207,1.0,GC,0.20626979000283474
2,13894,1.6194324037635301,GC,0.16371973556572747
4,6904,1.000040243917197,GC,0.132395333559826
1,17198,3.778713208768839,CL,0.0008324068571602802
1,3372,3.78,GC,0.10945950568468518
5,5387,1.0000337865413866,GG,0.11514878242012916
3,14447,1.0001141391889425,CL,0.0
5,14485,1.0000824525321452,GC,0.0383248260633999
2,9121,1.618823224248186,GC,0.28539749246728485
5,11367,1.0,GG,0.001026316368573244
5,16446,1.0,GG,0.0
1,16166,3.7781828831999964,GC,0.18307009851588804
2,4087,1.6192875265605147,GC,0.0
5,15117,1.0,CL,0.0
2,14184,1.6196276762207966,GC,0.16174114396280978
2,8230,1.618016242278397,GG,0.0
4,4057,1.000001726559903,CL,0.0007922717517544726
2,14236,1.6195631082656408,GC,0.09559890805601837
3,2663,1.0002593011478689,GC,0.18084449978616068
1,4260,3.78,GC,1.1826363095153904
2,16136,1.6188413945374582,GG,0.0
3,15537,1.0001620187911002,GC,0.04466674465779768
2,11860,1.6197712801996589,GC,0.18510164591617076
1,14877,3.77830178108424,GC,0.023833313495324263
3,3441,1.0,GC,0.5111131515180529
